snippet,snippet_baku,tokens,stemmed_tokens,sentiment_label
notes tolong pelayanan agak d percepat lagi dalam melayani costumer,notes tolong pelayanan agak d percepat lagi dalam melayani costumer,"['notes', 'tolong', 'pelayanan', 'agak', 'd', 'percepat', 'lagi', 'dalam', 'melayani', 'costumer']","['notes', 'tolong', 'layan', 'agak', 'd', 'cepat', 'lagi', 'dalam', 'layan', 'costumer']",positif
enak merayakan ulang gak pakai ribet tahu,enak merayakan ulang tidak pakai ribet tahu,"['enak', 'merayakan', 'ulang', 'tidak', 'pakai', 'ribet', 'tahu']","['enak', 'raya', 'ulang', 'tidak', 'pakai', 'ribet', 'tahu']",positif
enak nongkrong pelayanan cepat bersih,enak nongkrong pelayanan cepat bersih,"['enak', 'nongkrong', 'pelayanan', 'cepat', 'bersih']","['enak', 'nongkrong', 'layan', 'cepat', 'bersih']",positif
pelayanan terlalu lama nunggu mau makan sampai berjam jamtolong perbaiki lagi ya,pelayanan terlalu lama nunggu mau makan sampai berjam jamtolong perbaiki lagi ya,"['pelayanan', 'terlalu', 'lama', 'nunggu', 'mau', 'makan', 'sampai', 'berjam', 'jamtolong', 'perbaiki', 'lagi', 'ya']","['layan', 'terlalu', 'lama', 'nunggu', 'mau', 'makan', 'sampai', 'jam', 'jamtolong', 'baik', 'lagi', 'ya']",negatif
rabu 14 februari 2024,rabu 14 februari 2024,"['rabu', '14', 'februari', '2024']","['rabu', '14', 'februari', '2024']",netral
kesini niat nukerin struk dgn harga promo,kesini niat nukerin struk dengan harga promo,"['kesini', 'niat', 'nukerin', 'struk', 'dengan', 'harga', 'promo']","['kesini', 'niat', 'nukerin', 'struk', 'dengan', 'harga', 'promo']",netral
ternyata antrinya luar biasa sampai depan pintu,ternyata antrinya luar biasa sampai depan pintu,"['ternyata', 'antrinya', 'luar', 'biasa', 'sampai', 'depan', 'pintu']","['nyata', 'antri', 'luar', 'biasa', 'sampai', 'depan', 'pintu']",netral
udah tau panjang bgt antrian kek gitu tp tetep kasirnya buka cuma 1alhasil mengantriiiiii lama bgt deh mana ac ruang sebelah playground mati pula woooooos berasa saunaaa,udah tau panjang sekali antrian kek gitu tapi tetep kasirnya buka cuma 1alhasil mengantriiiiii lama sekali deh mana ac ruang sebelah playground mati pula woooooos berasa saunaaa,"['udah', 'tau', 'panjang', 'sekali', 'antrian', 'kek', 'gitu', 'tapi', 'tetep', 'kasirnya', 'buka', 'cuma', '1alhasil', 'mengantriiiiii', 'lama', 'sekali', 'deh', 'mana', 'ac', 'ruang', 'sebelah', 'playground', 'mati', 'pula', 'woooooos', 'berasa', 'saunaaa']","['udah', 'tau', 'panjang', 'sekali', 'antri', 'kek', 'gitu', 'tapi', 'tetep', 'kasir', 'buka', 'cuma', '1alhasil', 'mengantriiiiii', 'lama', 'sekali', 'deh', 'mana', 'ac', 'ruang', 'belah', 'playground', 'mati', 'pula', 'woooooos', 'asa', 'saunaaa']",negatif
cocok kalian ingin masakan cepat saji plus nongkrong asyik ya disini kfc ahmad yani,cocok kalian ingin masakan cepat saji plus nongkrong asyik ya disini kfc ahmad yani,"['cocok', 'kalian', 'ingin', 'masakan', 'cepat', 'saji', 'plus', 'nongkrong', 'asyik', 'ya', 'disini', 'kfc', 'ahmad', 'yani']","['cocok', 'kalian', 'ingin', 'masakan', 'cepat', 'saji', 'plus', 'nongkrong', 'asyik', 'ya', 'sini', 'kfc', 'ahmad', 'yani']",positif
pelayanan standar kfc makan luas sampai outdoorsuasana klw malam adem dgn halaman bersih namun sedikit kejurangan saat makan sana keadaan meja rapi tray agak kotor apa lagi cuci tangannya kurang bersih apa kebetulan saat begitu,pelayanan standar kfc makan luas sampai outdoorsuasana klw malam adem dengan halaman bersih namun sedikit kejurangan saat makan sana keadaan meja rapi tray agak kotor apa lagi cuci tangannya kurang bersih apa kebetulan saat begitu,"['pelayanan', 'standar', 'kfc', 'makan', 'luas', 'sampai', 'outdoorsuasana', 'klw', 'malam', 'adem', 'dengan', 'halaman', 'bersih', 'namun', 'sedikit', 'kejurangan', 'saat', 'makan', 'sana', 'keadaan', 'meja', 'rapi', 'tray', 'agak', 'kotor', 'apa', 'lagi', 'cuci', 'tangannya', 'kurang', 'bersih', 'apa', 'kebetulan', 'saat', 'begitu']","['layan', 'standar', 'kfc', 'makan', 'luas', 'sampai', 'outdoorsuasana', 'klw', 'malam', 'adem', 'dengan', 'halaman', 'bersih', 'namun', 'sedikit', 'jurang', 'saat', 'makan', 'sana', 'ada', 'meja', 'rapi', 'tray', 'agak', 'kotor', 'apa', 'lagi', 'cuci', 'tangan', 'kurang', 'bersih', 'apa', 'betul', 'saat', 'begitu']",negatif
kfc lokasinya sangat strategis selalu ramai pelayanan cepat parkir tersedia cukup parkir motor 5rb,kfc lokasinya sangat strategis selalu ramai pelayanan cepat parkir tersedia cukup parkir motor 5rb,"['kfc', 'lokasinya', 'sangat', 'strategis', 'selalu', 'ramai', 'pelayanan', 'cepat', 'parkir', 'tersedia', 'cukup', 'parkir', 'motor', '5rb']","['kfc', 'lokasi', 'sangat', 'strategis', 'selalu', 'ramai', 'layan', 'cepat', 'parkir', 'sedia', 'cukup', 'parkir', 'motor', '5rb']",positif
siang malam selalu ramai kadang kalau sudah dibarengin promo gofood grabfood bisa tambah rame sekali tapi pengantri bisa tetep nyaman kalau bawa anak kecil disediakan bermain anakanak mesin order digital masih belum berfungsi,siang malam selalu ramai kadang kalau sudah dibarengin promo gofood grabfood bisa tambah rame sekali tapi pengantri bisa tetep nyaman kalau bawa anak kecil disediakan bermain anakanak mesin order digital masih belum berfungsi,"['siang', 'malam', 'selalu', 'ramai', 'kadang', 'kalau', 'sudah', 'dibarengin', 'promo', 'gofood', 'grabfood', 'bisa', 'tambah', 'rame', 'sekali', 'tapi', 'pengantri', 'bisa', 'tetep', 'nyaman', 'kalau', 'bawa', 'anak', 'kecil', 'disediakan', 'bermain', 'anakanak', 'mesin', 'order', 'digital', 'masih', 'belum', 'berfungsi']","['siang', 'malam', 'selalu', 'ramai', 'kadang', 'kalau', 'sudah', 'dibarengin', 'promo', 'gofood', 'grabfood', 'bisa', 'tambah', 'rame', 'sekali', 'tapi', 'antri', 'bisa', 'tetep', 'nyaman', 'kalau', 'bawa', 'anak', 'kecil', 'sedia', 'main', 'anakanak', 'mesin', 'order', 'digital', 'masih', 'belum', 'fungsi']",positif
nyaman enak sampe malembisa ketemu rekan bisnis,nyaman enak sampe malembisa ketemu rekan bisnis,"['nyaman', 'enak', 'sampe', 'malembisa', 'ketemu', 'rekan', 'bisnis']","['nyaman', 'enak', 'sampe', 'malembisa', 'ketemu', 'rekan', 'bisnis']",positif
tempatnya besar makanannya enak sering banget cepet abis menu2nya harga agak mahal dri outlet lain,tempatnya besar makanannya enak sering sekali cepet abis menu2nya harga agak mahal dri outlet lain,"['tempatnya', 'besar', 'makanannya', 'enak', 'sering', 'sekali', 'cepet', 'abis', 'menu2nya', 'harga', 'agak', 'mahal', 'dri', 'outlet', 'lain']","['tempat', 'besar', 'makan', 'enak', 'sering', 'sekali', 'cepet', 'abis', 'menu2nya', 'harga', 'agak', 'mahal', 'dri', 'outlet', 'lain']",netral
suka beli ice conekarena enak pelayanannya teman teman kerja saudaraku rahmanmarcietoe,suka beli ice conekarena enak pelayanannya teman teman kerja saudaraku rahmanmarcietoe,"['suka', 'beli', 'ice', 'conekarena', 'enak', 'pelayanannya', 'teman', 'teman', 'kerja', 'saudaraku', 'rahmanmarcietoe']","['suka', 'beli', 'ice', 'conekarena', 'enak', 'layan', 'teman', 'teman', 'kerja', 'saudara', 'rahmanmarcietoe']",positif
pelayanan resto sampai kang parkir sangat ramah,pelayanan resto sampai kang parkir sangat ramah,"['pelayanan', 'resto', 'sampai', 'kang', 'parkir', 'sangat', 'ramah']","['layan', 'resto', 'sampai', 'kang', 'parkir', 'sangat', 'ramah']",positif
kami makan sana ayam kecil2 keras masih merah,kami makan sana ayam kecil2 keras masih merah,"['kami', 'makan', 'sana', 'ayam', 'kecil2', 'keras', 'masih', 'merah']","['kami', 'makan', 'sana', 'ayam', 'kecil2', 'keras', 'masih', 'merah']",negatif
luas makanannya lengkap buka 24jam sangat direkomendasikan nongkrong,luas makanannya lengkap buka 24jam sangat direkomendasikan nongkrong,"['luas', 'makanannya', 'lengkap', 'buka', '24jam', 'sangat', 'direkomendasikan', 'nongkrong']","['luas', 'makan', 'lengkap', 'buka', '24jam', 'sangat', 'rekomendasi', 'nongkrong']",positif
nongkrong nyaman,nongkrong nyaman,"['nongkrong', 'nyaman']","['nongkrong', 'nyaman']",positif
parkirannya luas,parkirannya luas,"['parkirannya', 'luas']","['parkir', 'luas']",positif
menu makanannya bervariasi,menu makanannya bervariasi,"['menu', 'makanannya', 'bervariasi']","['menu', 'makan', 'variasi']",netral
minumannya cocok lidah,minumannya cocok lidah,"['minumannya', 'cocok', 'lidah']","['minum', 'cocok', 'lidah']",positif
nongkrong disini membosankan,nongkrong disini membosankan,"['nongkrong', 'disini', 'membosankan']","['nongkrong', 'sini', 'bosan']",negatif
pokoknya mantap puuuoolll,pokoknya mantap puuuoolll,"['pokoknya', 'mantap', 'puuuoolll']","['pokok', 'mantap', 'puuuoolll']",positif
restaurant cepat saji buka 24 jam hampir seluruh kota du indonesia menyediakan berbagai macam menu makanan olahan bahan dasar ayam dimasak dengan bumbu bumbu lezat khas kfc sehingga menciptakan cita rasa khas pula dab dapat diterima oleh lidah masyarakat oleh itu restaurant miliki pengunjung segala usia harganya cukup terjangkau tempatnya nyaman biasanya terdapat area bermain anak anak dalam restaurantnya,restaurant cepat saji buka 24 jam hampir seluruh kota du indonesia menyediakan berbagai macam menu makanan olahan bahan dasar ayam dimasak dengan bumbu bumbu lezat khas kfc sehingga menciptakan cita rasa khas pula dab dapat diterima oleh lidah masyarakat oleh itu restaurant miliki pengunjung segala usia harganya cukup terjangkau tempatnya nyaman biasanya terdapat area bermain anak anak dalam restaurantnya,"['restaurant', 'cepat', 'saji', 'buka', '24', 'jam', 'hampir', 'seluruh', 'kota', 'du', 'indonesia', 'menyediakan', 'berbagai', 'macam', 'menu', 'makanan', 'olahan', 'bahan', 'dasar', 'ayam', 'dimasak', 'dengan', 'bumbu', 'bumbu', 'lezat', 'khas', 'kfc', 'sehingga', 'menciptakan', 'cita', 'rasa', 'khas', 'pula', 'dab', 'dapat', 'diterima', 'oleh', 'lidah', 'masyarakat', 'oleh', 'itu', 'restaurant', 'miliki', 'pengunjung', 'segala', 'usia', 'harganya', 'cukup', 'terjangkau', 'tempatnya', 'nyaman', 'biasanya', 'terdapat', 'area', 'bermain', 'anak', 'anak', 'dalam', 'restaurantnya']","['restaurant', 'cepat', 'saji', 'buka', '24', 'jam', 'hampir', 'seluruh', 'kota', 'du', 'indonesia', 'sedia', 'bagai', 'macam', 'menu', 'makan', 'olah', 'bahan', 'dasar', 'ayam', 'masak', 'dengan', 'bumbu', 'bumbu', 'lezat', 'khas', 'kfc', 'sehingga', 'cipta', 'cita', 'rasa', 'khas', 'pula', 'dab', 'dapat', 'terima', 'oleh', 'lidah', 'masyarakat', 'oleh', 'itu', 'restaurant', 'milik', 'unjung', 'segala', 'usia', 'harga', 'cukup', 'jangkau', 'tempat', 'nyaman', 'biasa', 'dapat', 'area', 'main', 'anak', 'anak', 'dalam', 'restaurantnya']",positif
bikin sebel disini adalah sinyal hp selalu langsung susah entah kenapa,bikin sebel disini adalah sinyal hp selalu langsung susah entah kenapa,"['bikin', 'sebel', 'disini', 'adalah', 'sinyal', 'hp', 'selalu', 'langsung', 'susah', 'entah', 'kenapa']","['bikin', 'sebel', 'sini', 'adalah', 'sinyal', 'hp', 'selalu', 'langsung', 'susah', 'entah', 'kenapa']",negatif
suasana santaiparkir luaslokasi pas nyamanbersihmenu enak,suasana santaiparkir luaslokasi pas nyamanbersihmenu enak,"['suasana', 'santaiparkir', 'luaslokasi', 'pas', 'nyamanbersihmenu', 'enak']","['suasana', 'santaiparkir', 'luaslokasi', 'pas', 'nyamanbersihmenu', 'enak']",positif
tempatnya luas bersihtersedia pilihan menggunakan meja makan indoor atau outdoor,tempatnya luas bersihtersedia pilihan menggunakan meja makan di dalam atau di luar,"['tempatnya', 'luas', 'bersihtersedia', 'pilihan', 'menggunakan', 'meja', 'makan', 'di', 'dalam', 'atau', 'di', 'luar']","['tempat', 'luas', 'bersihtersedia', 'pilih', 'guna', 'meja', 'makan', 'di', 'dalam', 'atau', 'di', 'luar']",positif
tempatnya strategis luas nyaman apalagi event anak2,tempatnya strategis luas nyaman apalagi event anak2,"['tempatnya', 'strategis', 'luas', 'nyaman', 'apalagi', 'event', 'anak2']","['tempat', 'strategis', 'luas', 'nyaman', 'apalagi', 'event', 'anak2']",positif
kalo rasaya gitu rasanya masakan fast food overall its ok,kalo rasaya gitu rasanya masakan fast food overall its ok,"['kalo', 'rasaya', 'gitu', 'rasanya', 'masakan', 'fast', 'food', 'overall', 'its', 'ok']","['kalo', 'rasaya', 'gitu', 'rasa', 'masakan', 'fast', 'food', 'overall', 'its', 'ok']",positif
pelayanan lama antri panjang masih santai santai pelayannya,pelayanan lama antre panjang masih santai santai pelayannya,"['pelayanan', 'lama', 'antre', 'panjang', 'masih', 'santai', 'santai', 'pelayannya']","['layan', 'lama', 'antre', 'panjang', 'masih', 'santai', 'santai', 'layan']",negatif
menurut cukup hanya produk disamakan kualitasnya seperti dimenu kalau creamnya banyak kasihlah banyak seperti digambar menu ayamnya maupun burgernya sayangnya burgernya kecil kira besar seperti gambar menu cukup sajalah,menurut cukup hanya produk disamakan kualitasnya seperti dimenu kalau creamnya banyak kasihlah banyak seperti digambar menu ayamnya maupun burgernya sayangnya burgernya kecil kira besar seperti gambar menu cukup sajalah,"['menurut', 'cukup', 'hanya', 'produk', 'disamakan', 'kualitasnya', 'seperti', 'dimenu', 'kalau', 'creamnya', 'banyak', 'kasihlah', 'banyak', 'seperti', 'digambar', 'menu', 'ayamnya', 'maupun', 'burgernya', 'sayangnya', 'burgernya', 'kecil', 'kira', 'besar', 'seperti', 'gambar', 'menu', 'cukup', 'sajalah']","['turut', 'cukup', 'hanya', 'produk', 'sama', 'kualitas', 'seperti', 'menu', 'kalau', 'creamnya', 'banyak', 'kasih', 'banyak', 'seperti', 'gambar', 'menu', 'ayam', 'maupun', 'burgernya', 'sayang', 'burgernya', 'kecil', 'kira', 'besar', 'seperti', 'gambar', 'menu', 'cukup', 'saja']",negatif
salah satu kfc legend jaman sd udah skrg aing dah bekerja sebenernya promo difoto mantap tapi kenapa kfc kurang popular ya kenapa why,salah satu kfc legend jaman sd udah skrg aing dah bekerja sebenernya promo difoto mantap tapi kenapa kfc kurang popular ya kenapa why,"['salah', 'satu', 'kfc', 'legend', 'jaman', 'sd', 'udah', 'skrg', 'aing', 'dah', 'bekerja', 'sebenernya', 'promo', 'difoto', 'mantap', 'tapi', 'kenapa', 'kfc', 'kurang', 'popular', 'ya', 'kenapa', 'why']","['salah', 'satu', 'kfc', 'legend', 'jaman', 'sd', 'udah', 'skrg', 'aing', 'dah', 'kerja', 'sebenernya', 'promo', 'foto', 'mantap', 'tapi', 'kenapa', 'kfc', 'kurang', 'popular', 'ya', 'kenapa', 'why']",netral
kfc ahmad yani dbl arena kfc kenangan pas waktu masih pacaran sama mantan inget pernah semaleman disini sambil nunggu penerbangan pagi ke makassar eh sekarang makin luas kfc,kfc ahmad yani dbl arena kfc kenangan pas waktu masih pacaran sama mantan inget pernah semaleman disini sambil nunggu penerbangan pagi ke makassar eh sekarang makin luas kfc,"['kfc', 'ahmad', 'yani', 'dbl', 'arena', 'kfc', 'kenangan', 'pas', 'waktu', 'masih', 'pacaran', 'sama', 'mantan', 'inget', 'pernah', 'semaleman', 'disini', 'sambil', 'nunggu', 'penerbangan', 'pagi', 'ke', 'makassar', 'eh', 'sekarang', 'makin', 'luas', 'kfc']","['kfc', 'ahmad', 'yani', 'dbl', 'arena', 'kfc', 'kenang', 'pas', 'waktu', 'masih', 'pacar', 'sama', 'mantan', 'inget', 'pernah', 'maleman', 'sini', 'sambil', 'nunggu', 'terbang', 'pagi', 'ke', 'makassar', 'eh', 'sekarang', 'makin', 'luas', 'kfc']",positif
rame bukan karna banyak peminat tapi antri pesenan banyak menu kosong tersedia,rame bukan karna banyak peminat tapi antre pesenan banyak menu kosong tersedia,"['rame', 'bukan', 'karna', 'banyak', 'peminat', 'tapi', 'antre', 'pesenan', 'banyak', 'menu', 'kosong', 'tersedia']","['rame', 'bukan', 'karna', 'banyak', 'minat', 'tapi', 'antre', 'sen', 'banyak', 'menu', 'kosong', 'sedia']",netral
paraaah,paraaah,['paraaah'],['paraaah'],netral
pesan makanan disini antrinya panjang banget,pesan makanan disini antrinya panjang sekali,"['pesan', 'makanan', 'disini', 'antrinya', 'panjang', 'sekali']","['pesan', 'makan', 'sini', 'antri', 'panjang', 'sekali']",netral
ditambahi lg kasirnya,ditambahi lagi kasirnya,"['ditambahi', 'lagi', 'kasirnya']","['tambah', 'lagi', 'kasir']",netral
pelayanannya mantap,pelayanannya mantap,"['pelayanannya', 'mantap']","['layan', 'mantap']",positif
nyaman,nyaman,['nyaman'],['nyaman'],positif
bermain anak anak,bermain anak anak,"['bermain', 'anak', 'anak']","['main', 'anak', 'anak']",netral
speakernya bermasalah jelas suara keluar kalau pesan drive thru snack bucket selalu ready disuruh tunggu 10 mnt akhirnya maju ke jendela dpnnya pesan yakiniku ready ternyata waktu tunggu lama 10 menit lebih dibawa pulang yakinikunya bumbunya,speakernya bermasalah jelas suara keluar kalau pesan drive thru snack bucket selalu ready disuruh tunggu 10 mnt akhirnya maju ke jendela dpnnya pesan yakiniku ready ternyata waktu tunggu lama 10 menit lebih dibawa pulang yakinikunya bumbunya,"['speakernya', 'bermasalah', 'jelas', 'suara', 'keluar', 'kalau', 'pesan', 'drive', 'thru', 'snack', 'bucket', 'selalu', 'ready', 'disuruh', 'tunggu', '10', 'mnt', 'akhirnya', 'maju', 'ke', 'jendela', 'dpnnya', 'pesan', 'yakiniku', 'ready', 'ternyata', 'waktu', 'tunggu', 'lama', '10', 'menit', 'lebih', 'dibawa', 'pulang', 'yakinikunya', 'bumbunya']","['speakernya', 'masalah', 'jelas', 'suara', 'keluar', 'kalau', 'pesan', 'drive', 'thru', 'snack', 'bucket', 'selalu', 'ready', 'suruh', 'tunggu', '10', 'mnt', 'akhir', 'maju', 'ke', 'jendela', 'dpnnya', 'pesan', 'yakin', 'ready', 'nyata', 'waktu', 'tunggu', 'lama', '10', 'menit', 'lebih', 'bawa', 'pulang', 'yakinikunya', 'bumbu']",negatif
harus kembali lagi ke kfc minta bumbu mau masuk thermo gunnya bermasalah sudah ribet cuma diganti colacek dulu pesanan diterima lewat drive thru,harus kembali lagi ke kfc minta bumbu mau masuk thermo gunnya bermasalah sudah ribet cuma diganti colacek dulu pesanan diterima lewat drive thru,"['harus', 'kembali', 'lagi', 'ke', 'kfc', 'minta', 'bumbu', 'mau', 'masuk', 'thermo', 'gunnya', 'bermasalah', 'sudah', 'ribet', 'cuma', 'diganti', 'colacek', 'dulu', 'pesanan', 'diterima', 'lewat', 'drive', 'thru']","['harus', 'kembali', 'lagi', 'ke', 'kfc', 'minta', 'bumbu', 'mau', 'masuk', 'thermo', 'gun', 'masalah', 'sudah', 'ribet', 'cuma', 'ganti', 'colacek', 'dulu', 'pesan', 'terima', 'lewat', 'drive', 'thru']",netral
gaenak ayamnya ga ky kfc tmpt lain disini ky ayam udh lama,gaenak ayamnya tidak seperti kfc tempat lain disini seperti ayam udh lama,"['gaenak', 'ayamnya', 'tidak', 'seperti', 'kfc', 'tempat', 'lain', 'disini', 'seperti', 'ayam', 'udh', 'lama']","['gaenak', 'ayam', 'tidak', 'seperti', 'kfc', 'tempat', 'lain', 'sini', 'seperti', 'ayam', 'udh', 'lama']",negatif
cocoknya konter slow food pelayanan luamaaaa ngantri 35 menit pdhl pelanggan ga banyak sudah gitu cm 1 kasir saja menu banyak kosong lg kecewa deh,cocoknya konter lambat food pelayanan luamaaaa antre 35 menit pdhl pelanggan tidak banyak sudah gitu cm 1 kasir saja menu banyak kosong lagi kecewa deh,"['cocoknya', 'konter', 'lambat', 'food', 'pelayanan', 'luamaaaa', 'antre', '35', 'menit', 'pdhl', 'pelanggan', 'tidak', 'banyak', 'sudah', 'gitu', 'cm', '1', 'kasir', 'saja', 'menu', 'banyak', 'kosong', 'lagi', 'kecewa', 'deh']","['cocok', 'konter', 'lambat', 'food', 'layan', 'luamaaaa', 'antre', '35', 'menit', 'pdhl', 'langgan', 'tidak', 'banyak', 'sudah', 'gitu', 'cm', '1', 'kasir', 'saja', 'menu', 'banyak', 'kosong', 'lagi', 'kecewa', 'deh']",negatif
tempatnya luas luar dalam enak nongkrong parkirannya luas,tempatnya luas luar dalam enak nongkrong parkirannya luas,"['tempatnya', 'luas', 'luar', 'dalam', 'enak', 'nongkrong', 'parkirannya', 'luas']","['tempat', 'luas', 'luar', 'dalam', 'enak', 'nongkrong', 'parkir', 'luas']",positif
kerja saudaraku waktu pegang oleh bpk fabian gelaeldrygood1033kfclogistickrahmanmarcietoe,kerja saudaraku waktu pegang oleh bpk fabian gelaeldrygood1033kfclogistickrahmanmarcietoe,"['kerja', 'saudaraku', 'waktu', 'pegang', 'oleh', 'bpk', 'fabian', 'gelaeldrygood1033kfclogistickrahmanmarcietoe']","['kerja', 'saudara', 'waktu', 'pegang', 'oleh', 'bpk', 'fabian', 'gelaeldrygood1033kfclogistickrahmanmarcietoe']",netral
favorit mahh bersih pelayanan keren karyawannya sangat ramah tersedia ruangan indoor outdoor lokasi dipinggir jalan raya dann area parkiran sangat luas,favorit mahh bersih pelayanan keren karyawannya sangat ramah tersedia ruangan di dalam di luar lokasi dipinggir jalan raya dann area parkiran sangat luas,"['favorit', 'mahh', 'bersih', 'pelayanan', 'keren', 'karyawannya', 'sangat', 'ramah', 'tersedia', 'ruangan', 'di', 'dalam', 'di', 'luar', 'lokasi', 'dipinggir', 'jalan', 'raya', 'dann', 'area', 'parkiran', 'sangat', 'luas']","['favorit', 'mahh', 'bersih', 'layan', 'keren', 'karyawannya', 'sangat', 'ramah', 'sedia', 'ruang', 'di', 'dalam', 'di', 'luar', 'lokasi', 'pinggir', 'jalan', 'raya', 'dann', 'area', 'parkir', 'sangat', 'luas']",positif
